route,stopid,progr_number,stop_name
40b,984,24,Finglas Garda Stn
40d,981,3,Finglas Garda Stn
40d,984,24,Finglas Garda Stn
9,193,8,Finglas Park
40b,4548,18,Finglas Place
40d,4548,18,Finglas Place
140,1506,28,Finglas Road
140,4542,11,Finglas Road
40,1506,28,Finglas Road
40b,1506,28,Finglas Road
40b,4542,11,Finglas Road
40d,1506,28,Finglas Road
40d,4542,11,Finglas Road
40b,980,20,Finglas Sports Centre
40b,985,25,Finglas Sports Centre
40d,980,20,Finglas Sports Centre
40d,985,25,Finglas Sports Centre
40,4938,5,Finglas Village
40b,1529,26,Finglas Village
40b,4592,1,Finglas Village
40d,1529,26,Finglas Village
40,4583,71,Finglas West Church
40e,4583,71,Finglas West Church
65,4056,24,Finlay Breton
65,4098,63,Finlay Breton
25a,3368,3,Finnstown Abbey
25a,3370,38,Finnstown Abbey
25b,3368,3,Finnstown Abbey
25b,3370,38,Finnstown Abbey
25b,7231,35,Finnstown Castle
25d,7231,35,Finnstown Castle
120,75,12,Fionnbarra GAA
140,189,32,Fire Station
140,196,36,Fire Station
155,189,32,Fire Station
155,196,36,Fire Station
4,189,32,Fire Station
4,196,36,Fire Station
83,189,32,Fire Station
83,196,36,Fire Station
83a,189,32,Fire Station
83a,196,36,Fire Station
9,189,32,Fire Station
9,196,36,Fire Station
49,2522,35,Firhouse Centre
49,2523,37,Firhouse College
49,2542,9,Firhouse College
49,4877,40,Firhouse Road West
49,7183,18,Firhouse Road West
65b,4877,40,Firhouse Road West
65b,7183,18,Firhouse Road West
69,3437,51,Fitzmaurice Road
69,3449,8,Fitzmaurice Road
69x,3437,51,Fitzmaurice Road
83,178,50,Fitzmaurice Road
83,4372,19,Fitzmaurice Road
1,48,51,Fitzroy Avenue
11,48,51,Fitzroy Avenue
13,48,51,Fitzroy Avenue
16,48,51,Fitzroy Avenue
16c,48,51,Fitzroy Avenue
33,48,51,Fitzroy Avenue
41,48,51,Fitzroy Avenue
41a,48,51,Fitzroy Avenue
41b,48,51,Fitzroy Avenue
41c,48,51,Fitzroy Avenue
44,48,51,Fitzroy Avenue
11,846,31,Fitzwilliam Place
11,909,52,Fitzwilliam Place
116,909,52,Fitzwilliam Place
118,909,52,Fitzwilliam Place
145,846,31,Fitzwilliam Place
145,909,52,Fitzwilliam Place
155,846,31,Fitzwilliam Place
155,909,52,Fitzwilliam Place
32x,846,31,Fitzwilliam Place
32x,909,52,Fitzwilliam Place
37,846,31,Fitzwilliam Place
41x,846,31,Fitzwilliam Place
41x,909,52,Fitzwilliam Place
46a,846,31,Fitzwilliam Place
46a,909,52,Fitzwilliam Place
46e,909,52,Fitzwilliam Place
7b,846,31,Fitzwilliam Place
7b,909,52,Fitzwilliam Place
7d,846,31,Fitzwilliam Place
7d,909,52,Fitzwilliam Place
84x,846,31,Fitzwilliam Place
84x,909,52,Fitzwilliam Place
25x,750,58,Fitzwilliam Street
25x,784,17,Fitzwilliam Street
37,784,17,Fitzwilliam Street
38,750,58,Fitzwilliam Street
38,784,17,Fitzwilliam Street
38a,750,58,Fitzwilliam Street
38a,784,17,Fitzwilliam Street
38b,750,58,Fitzwilliam Street
38b,784,17,Fitzwilliam Street
38d,750,58,Fitzwilliam Street
38d,784,17,Fitzwilliam Street
39,750,58,Fitzwilliam Street
39,784,17,Fitzwilliam Street
39a,750,58,Fitzwilliam Street
39a,784,17,Fitzwilliam Street
51d,750,58,Fitzwilliam Street
51x,750,58,Fitzwilliam Street
66x,750,58,Fitzwilliam Street
66x,784,17,Fitzwilliam Street
67x,750,58,Fitzwilliam Street
67x,784,17,Fitzwilliam Street
70,750,58,Fitzwilliam Street
70,784,17,Fitzwilliam Street
77x,750,58,Fitzwilliam Street
49,5192,46,Fleet Street
77x,5192,46,Fleet Street
68,1970,29,Floraville Avenue
69,1970,29,Floraville Avenue
145,2997,11,Florence Road
61,2922,40,Fonthill Park
40,4689,3,Fonthill Retail Park
40,4690,79,Fonthill Retail Park
51d,4689,3,Fonthill Retail Park
51d,4690,79,Fonthill Retail Park
13,4666,34,Fonthill Road
13,4671,15,Fonthill Road
40,2681,75,Fonthill Road
51d,2681,75,Fonthill Road
51d,4666,34,Fonthill Road
51d,4671,15,Fonthill Road
69,4666,34,Fonthill Road
41c,3706,38,Forest Crescent
41x,3706,38,Forest Crescent
41c,3572,17,Forest Road
41c,3090,37,Forest View
41c,733,23,Forest View
41x,3090,37,Forest View
41x,733,23,Forest View
54a,2398,19,Fortfield
54a,2409,24,Fortfield
54a,2400,21,Fortfield Drive
54a,2399,20,Fortfield Park
54a,2406,22,Fortfield Park
54a,2395,16,Fortfield Road
54a,2408,23,Fortfield Road
27,2353,1,Fortunestown Road
27,2355,92,Fortunestown Road
130,1748,21,Fortview Avenue
145,1478,48,Four Courts
25,1478,48,Four Courts
25a,1478,48,Four Courts
25b,1478,48,Four Courts
25d,1478,48,Four Courts
25x,1478,48,Four Courts
26,1478,48,Four Courts
37,1478,48,Four Courts
39,1478,48,Four Courts
39a,1478,48,Four Courts
39x,1478,48,Four Courts
51d,1478,48,Four Courts
51x,1478,48,Four Courts
66,1478,48,Four Courts
66a,1478,48,Four Courts
66b,1478,48,Four Courts
66e,1478,48,Four Courts
66x,1478,48,Four Courts
67,1478,48,Four Courts
67x,1478,48,Four Courts
70,1478,48,Four Courts
83,1478,48,Four Courts
83a,1478,48,Four Courts
151,4619,48,Foxborough Estate
25a,4619,48,Foxborough Estate
25b,4619,48,Foxborough Estate
25a,4605,28,Foxborough Hall
25a,4629,12,Foxborough Hall
25b,4605,28,Foxborough Hall
25b,4629,12,Foxborough Hall
25a,7386,30,Foxborough Park
25b,7386,30,Foxborough Park
151,7142,2,Foxborough Rise
25a,4561,11,Foxborough Road
25a,4562,29,Foxborough Road
25b,4561,11,Foxborough Road
25b,4562,29,Foxborough Road
40,7473,70,Foxdene Estate
40,2680,7,Foxdene Gardens
51d,2680,7,Foxdene Gardens
31,539,28,Foxfield
31,595,28,Foxfield
31a,539,28,Foxfield
31a,595,28,Foxfield
31b,539,28,Foxfield
31b,595,28,Foxfield
31d,539,28,Foxfield
31d,595,28,Foxfield
32,539,28,Foxfield
32,595,28,Foxfield
46a,2019,46,Foxrock Avenue
46a,2058,15,Foxrock Avenue
145,2017,55,Foxrock Church
145,2060,26,Foxrock Church
155,2017,55,Foxrock Church
155,2060,26,Foxrock Church
46a,2017,55,Foxrock Church
46a,2060,26,Foxrock Church
84x,2017,55,Foxrock Church
84x,2060,26,Foxrock Church
46a,2020,47,Foxrock Grove
46a,2059,16,Foxrock Park
123,1999,26,Francis St Junc
13,1999,26,Francis St Junc
40,1999,26,Francis St Junc
44,2893,36,Frankfort
61,2893,36,Frankfort
14,1079,15,Frankfort Avenue
140,1024,43,Frankfort Avenue
142,1024,43,Frankfort Avenue
15,1079,15,Frankfort Avenue
15a,1079,15,Frankfort Avenue
15b,1079,15,Frankfort Avenue
15d,1079,15,Frankfort Avenue
65,1079,15,Frankfort Avenue
65b,1079,15,Frankfort Avenue
4,7660,3,Frascati Road
84,3082,2,Frascati Road
84,7660,3,Frascati Road
84a,3082,2,Frascati Road
4,3084,48,Frascati SC
4,6334,54,Frascati SC
7,3084,48,Frascati SC
7a,3084,48,Frascati SC
7d,3084,48,Frascati SC
84a,3084,48,Frascati SC
145,2063,29,Galloping Green
145,4636,52,Galloping Green
155,2063,29,Galloping Green
155,4636,52,Galloping Green
46a,2063,29,Galloping Green
46a,4636,52,Galloping Green
13,6017,4,Galluan Road
123,1466,15,Galtymore Drive
123,1462,39,Galtymore Park
123,4399,10,Galtymore Park
123,1453,33,Galtymore Road
123,1463,9,Galtymore Road
25,2193,16,Garda Rowing Club
25,2249,25,Garda Rowing Club
26,2193,16,Garda Rowing Club
26,2249,25,Garda Rowing Club
66,2193,16,Garda Rowing Club
66,2249,25,Garda Rowing Club
66a,2193,16,Garda Rowing Club
66a,2249,25,Garda Rowing Club
66b,2193,16,Garda Rowing Club
66b,2249,25,Garda Rowing Club
66e,2193,16,Garda Rowing Club
66e,2249,25,Garda Rowing Club
67,2193,16,Garda Rowing Club
67,2249,25,Garda Rowing Club
7b,3244,36,Garden Centre
7b,3247,19,Garden Centre
31,7569,55,Gardiner Street
31a,7569,55,Gardiner Street
31b,7569,55,Gardiner Street
32,7569,55,Gardiner Street
33,1171,2,Gardiner Street Lwr
33,1173,4,Gardiner Street Lwr
41,1171,2,Gardiner Street Lwr
41,1173,4,Gardiner Street Lwr
41b,1171,2,Gardiner Street Lwr
41b,1173,4,Gardiner Street Lwr
41c,1171,2,Gardiner Street Lwr
41c,1173,4,Gardiner Street Lwr
33,1175,6,Gardiner Street Upr
41,1175,6,Gardiner Street Upr
41b,1175,6,Gardiner Street Upr
41c,1175,6,Gardiner Street Upr
44,2899,43,Garrynure
61,2899,43,Garrynure
79,2706,17,Garryowen Road
79a,2706,17,Garryowen Road
69,3457,14,Garter Lane
14,1167,71,Garville Avenue
14c,1167,71,Garville Avenue
15,1167,71,Garville Avenue
15a,1167,71,Garville Avenue
15b,1167,71,Garville Avenue
15d,1167,71,Garville Avenue
65,1167,71,Garville Avenue
65b,1167,71,Garville Avenue
13,93,76,Gateway Avenue
155,93,76,Gateway Avenue
4,93,76,Gateway Avenue
42d,93,76,Gateway Avenue
7,3047,39,George's St Upper
7,3068,37,George's St Upper
7a,3047,39,George's St Upper
7a,3068,37,George's St Upper
7d,3068,37,George's St Upper
29a,916,3,Georgian Hamlets
1,377,19,Gilford Road
1,383,35,Gilford Road
47,377,19,Gilford Road
47,383,35,Gilford Road
84x,7368,21,Giltspur
83,1539,51,Glasanaon Road
83,7425,14,Glasanaon Road
83a,1539,51,Glasanaon Road
83a,7425,14,Glasanaon Road
83a,157,48,Glasilawn Road
41,3682,43,Glasmore Park
41b,3682,43,Glasmore Park
41x,3682,43,Glasmore Park
83a,173,13,Glasnamana Place
140,1508,30,Glasnevin Cemetery
140,1536,17,Glasnevin Cemetery
40,1508,30,Glasnevin Cemetery
40,1536,17,Glasnevin Cemetery
40b,1508,30,Glasnevin Cemetery
40b,1536,17,Glasnevin Cemetery
40d,1508,30,Glasnevin Cemetery
40d,1536,17,Glasnevin Cemetery
11,33,64,Glasnevin Drive
9,129,55,Glasnevin Drive
120,7027,22,Glasnevin Park
9,130,56,Glasnevin Park
9,142,14,Glasnevin Park
